,기업명
12292,심로악기(주)문막공장
12293,유진건철원주공장
12294,주택관리공단(주)원주명륜이관리소
12295,청우식품원주지점
12296,주택관리공단(주)강릉입암
12297,남원주문진지점
12298,일성레저산업(주)설악지점
12299,주택관리공단(주)우면관리소
12300,진명에이엘씨
12301,선영화학(주)청주공장
12302,주택관리공단(주)가경사관리소
12303,중도석유주
12304,고려노벨화약영동공장
12305,사빅코리아
12306,고려전자(주)충주공장
12307,한국트랜스(주)충주공장
12308,삼포산업(주)음성공장
12309,한신화성
12310,전산텍스음성공장
12311,세원하드페이싱음성공장
12312,대명상호저축은행(충주지점)
12313,가인철강충주지점
12314,주택관리공단(주)제천하소삼관리
12315,주택관리공단(주)제천장락일관리
12316,중도가스(주)서대전영업소
12317,코콤텍대전지점
12318,주택관리공단(주)대전중촌이관리소
12319,주택관리공단(주)대전문화일관리소
12320,동아연필
12321,중도가스(주)대전영업소
12322,주택관리공단(주)대전판암삼관리소
12323,주택관리공단(주)공주옥룡일관리소
12324,동아전기부품(주)제이공장
12325,주택관리공단(주)부여쌍북이관리소
12326,선도화학(주)대산공장
12327,센텍
12328,금성백조건설
12329,삼덕티엘에스
12330,한국발보린
12331,승일실업
12332,한국이엔이아산공장
12333,주택관리공단(주)천안쌍용일관리소
12334,주택관리공단(주)쌍용주공십단지이차
12335,하이모천안지점
12336,쟈뎅천안공장
12337,주택관리공단(주)보령명천이관리소
12338,뱅뱅어패럴대천점
12339,신성
12340,서해환경
12341,서영주정(주)군산공장
12342,우리나운점
12343,주택관리공단
12344,주택관리공단(주)평화주공일단지
12345,주택관리공단(주)전주평화사관리소
12346,주택관리공단
12347,주택관리공단(주)부송삼관리소
12348,주택관리공단(주)뉴하우징익산동산주공관리소
12349,주택관리공단(주)어양사관리소
12350,주택관리공단(주)정읍수성주공일관리소
12351,삼익유가공서울사무소
12352,주택관리공단(주)김제검산관리소
12353,코콤텍광주지점
12354,노벨아이
12355,태영이앤티광주지사
12356,프라임감정평가(주)광주전남지사
12357,은복프라임미트
12358,주택관리공단(주)우산삼관리소
12359,주택관리공단(주)광주각화관리소
12360,주택관리공단(주)동림이관리소
12361,주택관리공단(주)광주오치일관리
12362,대창운수
12363,유안사료
12364,삼성화학(주)평택영업소
12365,태성산업(주)광주공장
12366,주택관리공단(주)쌍촌관리소쌍촌주공
12367,주택관리공단(주)운남일관리소
12368,주택관리공단(주)하남일관리소
12369,주택관리공단(주)광주신가관리소
12370,유진화학(주)나주지점
12371,혜성티앤시
12372,원창
12373,시오엠테크
12374,대신메탈라이징(주)광양공장
12375,주택관리공단(주)순천조례오관리소
12376,에스와이탱크터미널(주)여수공장
12377,주택관리공단(주)미평일관리소
12378,주택관리공단(주)여천무선일관리소
12379,주택관리공단(주)여수문수주공관리소
12380,코스모스악기
12381,휘닉스무역대구직매장
12382,코콤텍
12383,듀오정보(주)대구경북지사
12384,캉가루영남영업소
12385,하이모대구범어지점
12386,주택관리공단(주)성서주공일관리실
12387,뱅뱅어패럴
12388,와이에스디
12389,하이리빙코리아
12390,주택관리공단(주)대구칠곡그린빌오관리소
12391,뱅뱅어패럴대구산격점
12393,아진카인텍모화공장
12394,하이모포항지점
12395,삼도산업(주)온정공장
12396,부자군위(상)
12397,태평양금속구미공장
12398,성광구미공장
12399,해인기업(주)구미공장
12400,퓨리텍구미공장
12401,스웨코구미공장
12402,영도벨벳
12403,피앤텔
12404,새날테크텍스제삼공장
12405,삼성공업(주)논공공장
12406,경북가스남부충전소
12407,주택관리공단(주)도원대곡가람마을관리실
12408,주택관리공단(주)송현본공주공관리실
12409,주택관리공단(주)월성이주공관리소
12410,주택관리공단(주)달성본리이관리
12411,진영테크윈
12412,선진로지스틱스(주)부산지점
12413,부라다부산지점
12414,경부산업
12415,광진기업
12416,삼양화학실업
12417,동양섬유(주)부산지점
12418,앨트웰
12419,광진케이블
12420,주택관리공단(주)당감일관리소
12421,동방석유(주)에스케이전포주유소
12422,진영푸드(주)피자헛초읍점
12423,동림철강
12424,한국가스산업
12425,주택관리공단(주)금곡사관리소
12426,주택관리공단(주)금곡이관리소
12427,주택관리공단(주)금곡칠관리소
12428,주택관리공단(주)모라일관리소
12429,주택관리공단(주)부산만덕삼관리
12430,주택관리공단(주)율리마을관리소
12431,한국코스틱
12432,우신켐텍부산영업소
12433,하이모
12434,케이씨피
12435,크라운에셋
12436,주택관리공단
12437,남광석유판매(주)직영창원
12438,산양용원공장
12439,중앙기업(주)창원지점
12440,일신해운(주)창원지점
12441,주택관리공단(주)진해자은관리소
12442,한라상조
12443,대흥산업
12444,동방석유(주)현대주유소
12445,동아베스텍(주)울산영업소
12446,주택관리공단(주)가좌주공일차
12447,신라명과남부사업본부
12448,주택관리공단(주)밀양가곡일관리소
12449,주택관리공단(주)김해장유주공이관리소
12450,태양쓰리시(주)창원지사
12451,남광석유직영신어주유소
12452,레드스톤에스테이트
12453,천마제주지점
12454,주택관리공단(주)제주아라관리소
12455,주택관리공단(주)으뜸마을관리소
12456,삼희종합건설
12457,동우국제부산지점
12458,하이모해운대지점
12459,아이언
12460,주택관리공단(주)해운대
12461,주택관리공단(주)반송관리소
12462,금양수산(주)삼천포냉동공장
12463,대흥공업(주)울산공장
12464,주택관리공단(주)화정관리소
12465,주택관리공단(주)울산호계일주공
12466,주택관리공단(주)울산호계이주공
12467,대양레미콘(주)덕계공장
12468,하이리빙코리아부산지사
12469,주택관리공단(주)기장교리관리소
12470,유성종합설비김해공장
12471,동남정유제이공장
12472,한국가스산업(주)김해검사소
12473,동헌산업(주)김해지사
12474,삼화양행부산
12475,에이치에스세라믹
12476,골프클럽큐레저산업
12477,자연공간
12478,씨에스에셋
12479,플립커뮤니케이션즈
12480,엘루오씨앤씨
12482,토신
12483,농업회사법인오담생명환경
12484,원텍
12485,한국광유
12486,베니온
12487,정훈정보시스템
12488,남양이엔에스
12489,명원엘리베이터
12490,대상에스티
12491,씨앤에스코퍼레이션
12492,나비타월드
12493,에이치피앤씨
12494,인준산업개발
12495,골든트리개발
12496,폰테가데아코리아
12497,거성개발
12498,한국에이요
12499,신화인텍
12500,인팩글로벌
12501,서귀포운수
12502,에이치티테크
12503,일흥실업
12504,명정보기술
12505,동양가스산업
12506,동흥에스앤피
12507,무원상사
12508,한스타
12509,상우무역
12510,유니지오코리아
12511,가락건설
12512,모멘티브스페셜티케미컬스코리아
12513,새한마이크로텍
12514,태양화재특종손해사정
12515,유토피엠
12516,주택관리공단(주)아산읍내관리소
12517,위엠비
12518,플레이오토
12519,스탠포드호텔코리아
12520,드림셰프
12521,삼영특수인쇄
12522,신화산업
12523,에스엠씨티
12524,비케이로직스
12525,계영
12526,신청담에듀
12528,휴코리아
12529,씨앤케이종합서비스
12530,케어원
12531,평택동방아이포트
12532,벨에어테크
12533,마부치모타코리아
12534,이케이
12535,더블유스코프코리아
12536,에스떠블유산업개발
12537,나비스오토모티브시스템즈
12538,성일이노텍
12539,리노씨티
12540,이포즌
12541,우창국제조사평가
12542,네오지텍
12543,씽크빅페인트볼
12544,베이넥스
12546,닥터로빈
12547,동양팬
12548,대아펌프
12549,동신기업
12550,한국랩
12551,운강건설
12552,정상개발
12553,밀양컨트리클럽
12554,한국중기계
12555,시웅로직스
12556,아이베
12557,대신환경기술
12558,타팰
12559,스즈키씨엠씨
12560,메디오스
12561,툴코리아
12562,경원벤텍
12563,위드라이프그룹
12564,에스코리아
12565,비케이씨
12566,디어스엠
12567,이앤엠
12568,삼광선재
12569,에스엘세레스
12570,한스씨앤티
12571,덕진
12572,포웰
12573,화인텍
12574,포롤텍
12575,어플라이드케미칼세일
12576,에이젯시스템
12577,금호라이프
12578,로비스
12579,아리지
12580,경기관광개발
12581,룩소티카코리아
12582,한국메나리니
12583,한국패션유통물류
12584,현현교육
12585,내츄럴스토리
12586,대영씨엔이
12587,이에스이
12588,포나인
12589,한국피엠지제약
12590,월드엠앤엘
12591,에스제이티
12592,롤앤롤
12593,미래피엔티
12594,제이케이
12595,빌드아키
12596,다산기공
12597,우신에이스
12598,보람재향상조
12599,파사디코리아
12600,인사동마루
12601,메디메카
12602,수광티티아이
12603,현글라스
12604,미래보
12605,경상스틸
12606,엠에스파이프
12607,한컴금거래소
12608,포렌
12609,현대프로스
12611,아이피엔엘
12612,비즈메디코리아
12613,아이티노매즈
12614,아산메디칼
12615,엘엑스컴퍼니
12616,인터롤코퍼레이션
12617,엠에스씨
12618,도루코리빙
12619,아주디자인그룹
12620,코앤코
12621,이지컨트리클럽
12622,대양볼트
12623,성주에너지
12624,드림피아
12625,동남중공업
12626,뱅뱅어패럴김포점
12627,라디안큐바이오
12628,피에스아이엔씨
12629,열린산업개발
12630,더엠커뮤니케이션즈
12631,한국금융아이티
12632,금도하드웨어
12633,이엔와이콜렉션
12634,다산북스
12635,씨엠에이씨지엠코리아
12636,서울승합
12637,에스알씨
12638,나노앤텍
12639,썬화인글로벌
12640,성산하이텍
12641,진영글로벌
12642,평산엠텍
12643,삼비
12644,건양기업
12645,경원경금속
12646,경원종합건설
12647,골드개발
12648,광진산업
12649,그린바이오
12650,주영페이퍼텍
12651,제이케이엔
12652,엔이에스
12653,시스타
12654,가보
12655,디에스리싸이클링
12656,대원버스
12657,대한
12658,대화물류
12659,도광무역
12660,동부환경
12661,동양교통
12662,대한글로벌인더스트리
12663,동일
12664,엘에스케이글로벌파마서비스
12665,마린글로리
12666,마산아이포트
12667,마이텍
12668,명선개발
12669,모아캠
12670,동주종합건설
12671,백두개발
12672,범석엔지니어링
12673,부원화학
12674,북스빌
12675,삼성하우징
12676,삼천리이앤이
12677,상원무역
12678,서우수력
12679,현담
12680,선우시스
12681,성미에스테크
12682,성산
12683,성신
12684,성진아이앤씨
12685,세미텍
12686,솔리드이엔지
12687,송덕패키징
12688,도광
12689,승산산업
12690,승산팩
12691,시화스크랩
12692,신경남
12693,신세계개발
12694,이노코스텍
12695,쓰리에이로직스
12696,씨스포빌
12697,씨.에스.티
12698,씨에이시스템
12699,아름다은
12700,아이에스오토
12701,아이엠아이
12702,아하식품
12703,앤비젼
12704,올릭스
12705,에이스엔
12706,관작진테크
12707,에이치에스켐텍
12708,엠알시
12709,동림탱커
12710,오토크로바
12711,와이즈컴
12712,엠플라자
12713,우성에프앤티
12714,우신
12715,위일종합건설
12716,유스틸
12717,엠에스지엠
12718,유창이앤씨
12719,이스트포토닉스
12720,이지원인터넷서비스
12721,이프로
12722,인아트
12723,인터불고컨트리클럽
12724,인포젠
12725,마레몬스
12726,자원
12727,아다마코리아
12728,지맥스
12729,지피피
12730,진모터스
12731,천마기술단
12733,청하고려인삼
12734,인익스
12735,칸서스자산운용
12736,캐러트코리아
12737,케이비엠
12738,케이.제이시스템
12739,쿠시먼앤드웨이크필드코리아
12740,크리콤
12741,태흥케이블
12742,글로벌택슨
12743,티엠텍
12744,파인켐텍
12745,풍생
12746,프리마타마
12747,글로텍엔지니어링
12748,피디에스
12749,하나티피에스
12750,한국앰코스페셜티카톤즈
12751,한국에스제이
12752,한국일신이온
12753,딜라이브경기동부케이블티브이
12754,한국트랜스충주공장
12755,화성테크윈
12756,에이치엠옵틱스
12757,효원이앤씨
12758,휠링컴
12759,흥아타이어판매
12760,대명교통
12761,테일러메이드골프볼코리아
12762,호성
12763,제이피어반디
12765,설악개발
12766,부신물류
12767,알뤼르
12768,우성티오티
12769,꽃샘식품
12771,부성여객
12772,덕지기업
12773,대원케미칼
12774,성우이앤씨
12775,글로벌대명
12776,평생동반자우리
12777,리버스
12778,선광종합물류
12779,랜드로바
12780,에이치앤케이
12781,씨앤비인터내셔날
12782,대한사람대한으로
12783,도약
12784,이노레스
12786,에스제이금속
12787,동성산기
12788,강호산업
12789,허밍아비스
12790,세준에프앤비
12791,유원컴즈
12792,에이씨알텍
12793,양지이엠알
12794,나산팀버
12795,해냄파트너스
12796,마이크로닉
12797,팜파스
12798,도아테크
12799,다쓰테크
12800,테스크
12801,혜인식품
12802,한국진공야금
12803,키스템프그룹
12804,디브이홀딩스
12805,신우에프에스
12806,우제
12807,미래이앤시
12808,모베이스오토테크
12809,크레팜
12810,네덱
12811,동일금속레이져
12813,에스티에이프로덕트
12814,에니켐텍
12815,달구벌버스
12816,에스티엠
12817,지에이건설
12818,제이엔디
12819,에스엔스틸
12820,대림골재
12821,비앤씨메디칼
12822,유레카인베스트먼트
12823,에이치엔비아시아
12824,케이아이디비자금중개
12825,신도경금속
12826,시지바이오
12827,쎄븐푸드
12828,경기학교사랑
12829,로젠치즈앤푸드
12830,이노빌드
12831,두올섬유
12832,에스케이케이스틸
12833,울산2지구교육사업
12834,마산배움터지킴이
12835,에이치앤에스티
12836,케이엔리더스
12837,담양골프랜드
12838,고려티티알
12839,동대문환경개발공사
12840,서울법인재무설계센터
12841,대명아이넥스
12842,월드컬렉션
12843,플라토
12844,엘리시움
12845,민영산업
12846,대일산업
12847,신우피앤씨
12848,우리자산관리
12849,퓨즈
12850,제이앤티팜
12851,담양하수관거
12852,에이린텍
12853,밸런스인더스트리
12854,동산빌딩
12855,청암168
12856,에스씨리싸이클링
12857,에스디원
12858,유림화학
12859,보라테크
12860,덕산
12861,신명유압
12862,떡파는사람들
12863,정산개발
12864,영일피혁
12865,세양
12866,혜영수산
12867,보현기업
12868,한국그린산업
12869,영신티알
12870,매그나텍
12871,유일
12872,길산에스티
12873,세명하이트
12874,대선건설
12875,상문
12876,폭스코리아
12877,바론개발
12878,에이치에스지
12879,엠아이산업
12880,미섬시스텍
12881,다사론
12882,유압사랑
12883,우지막코리아
12884,유엠아이
12885,신라하이텍
12886,울산1지구교육사업
12887,대영전자
12888,삼녹
12889,에스제이스틸
12890,우성하이텍
12891,디에이치디
12892,위버시스템즈
12894,오케이캐피탈대부
12895,남영상사(주)부산지사
12896,박전자
12898,에스알에이엠아이
12899,인강여객
12900,웰뷰텍
12901,신성씨에스
12902,카라한
12903,더블유앤홀딩스
12904,태기산풍력발전
12905,혜성
12906,하이시티파킹
12907,씨에스
12908,길성종합건설
12909,하나프라임
12910,유진기업
12911,엠프로텍
12912,피코스텍
12913,효진
12914,크린어스
12915,효성산업개발
12916,한민내장
12917,성원매트
12918,미성지에스이
12919,명성인더스
12920,나우산업
12921,코스텍
12922,남양주도시고속도로
12923,금남종합개발
12924,해방새대부
12925,미소정보기술
12926,에프제이코리아
12927,제이아이금속
12928,삼미레이저
12929,엔트리연구원
12930,케이엘페트로
12931,에스에스뉴테크
12932,세일개발
12933,대광테크윈
12934,명일폼
12935,세화정밀공업
12936,에이투지건설
12937,디엠테크
12938,미광금속
12939,제일리버스
12940,동방파스텍
12941,성부상사
12942,건진건설
12943,디엘팜
12944,카티스
12945,온도기술센테크
12946,존슨매티카탈리스트코리아
12947,재키에프앤씨
12948,마이크로원
12949,디씨피
12950,지에스알
12951,토모
12952,소이연이엔씨
12953,우림비엔씨
12954,아이빌씨앤씨
12955,범천마을
12956,영은페이퍼
12957,미디어메이트
12958,동화산업
12959,효성도시개발
12960,아로마뱅크
12961,대흥푸드
12962,델프리스
12963,지노모터스
12964,베사
12965,성신파츠
12966,신영스틸
12967,지엔종합건설
12968,스틸월드
12969,카스윈
12970,윈컴솔루션스
12971,삼화피앤티
12973,그레이스노트코리아
12974,상수
12975,아이엠
12976,디에이치아이
12977,록인제주
12978,기능대비티엘
12980,김가네
12981,흥양디컨
12983,카파아이엔티
12984,공영산업
12985,디지에스
12986,효성윈드파워홀딩스
12987,와이즈플래닛
12988,석영에스텍
12989,인덕염공
12990,우리캐스트
12991,동서디에스
12992,성일에이치알
12993,서림철강
12994,비온시이노베이터
12995,선진네트웍스
12996,에스피엘
12997,삼영쎌레트라
12998,킴스모인
12999,대아울릉리조트
13000,가겐투안
13001,디투엘
13002,벡트
13003,늘푸른경기배움터
13004,이투데이
13006,새솔산업개발
13007,비에스글로벌
13008,퓨엠
13009,청주고속터미널
13010,화인트로
13011,인탑스테크닉
13012,더그린하우스
13013,티피피
13015,동보올리브백화점
13016,토탈노즐
13017,아이엔에프아이엑스
13018,비엠에스종합개발
13019,한국무사시엔지니어링
13020,대한오케이스틸
13021,서원종합건설
13022,프라임아이디
13023,제이티
13024,코씨드바이오팜
13025,신영이앤피
13026,천마산업
13027,부산세광식품
13028,알앤이
13029,선보하이텍
13030,요석산업
13031,서산수골프앤리조트
13032,충무정밀
13033,씨티전기
13034,삼양컴텍
13035,삼덕
13036,써브감정평가법인
13037,다성종합개발
13038,뉴시티
13039,하나대체투자자산운용
13040,이비즈네트웍스
13041,동인중공업
13042,에코로지스
13043,코리아교육그룹
13044,재림통상
13045,엠티씨
13046,메가와이즈구로
13047,유나이티드오션
13048,뮤제오
13049,일산에듀피아
13050,디앤에스씨
13052,베이스캐리어
13053,코엠
13055,디와이홀딩스
13056,케이엔에스
13057,제일솔루텍
13058,거한건설
13060,다원하이텍
13061,한창어업
13062,세종석유
13063,수성기체산업
13064,푸른김해지키미
13065,한국예술종합학교교육원
13066,아름다운섬나라
13067,실버스타케미칼
13068,금강고속관광
13069,경동기업
13070,덕진토건
13071,대성아이앤디
13072,소백종합전설
13073,태은물류
13074,나우이엔지
13075,에스엔에프
13076,풍진솔루션
13077,논산아랫물길
13078,우신
13079,진영코리아
13080,전남서부교육시설
13081,지에프텍
13082,아이앤지건설
13083,씨앤에이치프리미어렌탈
13084,에이스투자금융
13085,링크프라이스
13087,지정이앤씨
13088,유비엠텍
13089,이연에프엔씨
13090,유윌비손해사정
13091,넷케이티아이
13092,다성테크
13093,용마일렉트로닉스
13094,엘디스
13095,아이비푸드
13096,보하라
13097,청정상주
13098,대성문산업개발
13099,에스앤피
13100,경성엠티
13101,남양강진씨앤지
13102,해강건설
13103,네오피에스
13104,텐마인즈
13105,영덕엔바이로
13106,베록스
13107,대건유앤에쓰
13108,동훈도스
13109,신평
13110,타임폴리오자산운용
13111,드림원
13112,비티씨
13113,케이씨모터스
13114,원강산업
13115,푸른목포환경
13116,노스스타컨설팅
13117,안산에듀피아
13118,늘푸른캠퍼스
13119,신기씨앤에스
13121,아성
13122,엔잭타
13123,텔릿와이어리스솔루션즈
13124,인터머니인베스트
13125,인천교육발전
13126,진보유통
13127,청주친환경
13128,계룡하수관거
13129,태영피씨엠
13130,늘푸른배움터
13131,루미너스코리아
13132,더원씨푸드
13133,미화
13134,한국도요타쯔우쇼
13135,세일교육
13136,아이티엔티
13137,지피스틸
13138,디알켐무역
13139,스칸젯매크론
13140,동부산온천호텔
13141,엔에스종합건설
13142,메디커뮤니케이션
13143,덕우
13144,웰릭스에프앤아이대부
13145,다우바이오메디카
13146,사보이피앤디
13147,심원
13148,증평하수관거
13149,푸른아산지키미
13150,부산미래교육
13151,바이펙스
13152,퍼시픽인터내셔널해운
13153,푸른여수지키미
13154,정읍하수관거
13155,씨스페이시스
13156,써지케어
13157,부강티엔씨
13158,피알원
13159,제이원건설
13160,키노톤코리아
13161,한일지앤엠
13162,새롬테크
13163,충남미래개발
13164,에이시디
13165,케이에이치엠티
13166,대화항공산업
13167,우리공업
13168,마린텍
13169,대상이엔지
13170,아이엠에셋대부
13171,폴리스타
13172,신한민자
13173,명신에프엔에스
13174,제이디
13175,대한수출포장
13176,휴온스푸디언스
13177,오일네트워크
13178,더원스틸
13179,성우플라텍
13180,우진테크
13181,삼이오산업
13182,도현
13183,그랜드
13184,광원전자
13185,밀레니엄
13186,유더블유에스
13187,비아이매트릭스
13188,필즈엔지니어링
13189,에스피브이
13190,쏠라테크
13191,아성냉기
13192,케이이씨디바이스
13193,비엘레더뱅크
13194,쏘시엘
13195,벨에스엠
13196,태인철강
13197,디에스아이코리아
13198,케이에프티에스
13199,태진정공
13200,대흥정밀
13201,모란식품
13202,우리하나에너지
13203,신진정밀
13204,엔씨부산
13205,사보이홀딩스
13207,디에이치케이솔루션
13208,미포오션사이드호텔
13209,대산화스너
13210,미래티이씨
13211,컨텍터스
13212,인화이엔지
13213,화성학교사랑
13214,태창금속
13215,고은개발
13216,경동스마트홈
13217,티에이치티
13218,아펙스다이나믹스코리아아이엔시
13219,일등라이스
13220,고그린라이프
13221,태왕아너스
13222,넥스큐브코퍼레이션
13223,듀크린
13224,태양당인쇄
13225,미래테크윈제이공장
13226,태남생활건강
13227,풍림자동화지점
13228,서한공업도금공장
13229,에이치피엠스틸
13230,제이트로닉스구로영업소
13231,제이에스아이홀딩스
13232,평안정공
13233,트랜스올
13234,통일감정평가법인
13235,순환
13236,씨티이
13237,에이티에스로
13238,대아금속
13239,코아시스템즈
13240,제이에스리미티드
13241,피그넷코리아
13242,바이오제닉스
13243,원풍물산
13244,엔피알티
13245,오상엠엔이티
13246,경양수산
13247,대륜
13248,보임코퍼레이션
13249,정선레미콘
13250,그린주의
13251,토즈코리아
13252,학교사랑
13253,윤강
13254,굿스틸
13255,켐토피아
13256,동천개발
13257,대일이앤씨
13258,트리플코어스코리아
13259,이미인
13260,에이치디에스자산관리
13261,상은
13262,거성
13263,대구호산관리
13264,에스엘바이젠
13265,공산건설
13266,삼득산업
13267,천세철강
13268,백두개발
13269,농업회사법인(주)활천농장
13270,티에프텍
13271,전남참교육
13273,참존오토모티브
13275,푸른배움터
13276,제이아이앤제이
13277,에스제이트랜드
13278,해성에스에프
13279,오성듀랄루민
13280,한창산업개발
13282,빅스포
13283,잠언의료기
13284,와이제이테크
13285,모던텍
13286,씨지뷰티
13287,자이로젠
13288,삼오
13289,교원위즈
13290,대한패브릭
13291,태보에너지
13292,파마유니티상사
13293,노스팜
13294,인천교육사랑
13295,에이유테크
13296,성원개발
13297,삼정이엔지
13298,월드물산
13299,정안네트웍스
13300,한국선박기술
13301,씨앤엠
13302,씨엔에스
13303,피토
13304,인텔리안시스템즈
13305,상우건영
13306,선진교육시설관리
13307,한메가
13308,렌토킬이니셜코리아
13309,얌샘
13310,진영씨앤케이
13311,심존
13312,천명토건
13313,오비에스경인티브이
13314,큐엔탑
13315,코엠에스
13316,선봉스틸
13317,조은데코
13318,앤서블미디어
13319,우리휀스산업
13320,켐뉴스코프
13321,현대웰슨
13322,페이퍼익스프레스
13323,에스에프유
13325,유림
13326,경남학교사랑
13327,대한메탈
13328,영신금속
13329,신앙촌식품
13330,가나마린
13331,금성통상
13332,아이엠엠프라이빗에쿼티
13333,봉림실업
13334,대현단자
13335,삼강산업
13336,메탈링크
13337,현대모터산업
13338,이에스산업
13339,학교와미래
13340,준코
13341,제일제약
13342,지피엠
13343,동명써키트
13345,서주
13346,여미지
13347,참교육개발
13348,파인밸류자산운용
13349,문성레저개발
13350,후암흥업
13351,동부약품
13352,푸드팜
13353,부산메탈상사
13354,한일플랜텍
13355,유명
13356,푸드엔
13357,모음
13358,선제
13359,오웬스코닝비엠코리아
13360,서경타니골프앤리조트
13361,제이씨스퀘어
13362,폴렉스존
13363,한우리배움터
13364,한동개발
13365,제범
13366,더센터시티제이차
13367,웰푸드림
13368,케이앤지프로퍼티즈
13369,금강인쇄
13370,미래아스팔트
13371,메디오피아테크
13372,멀티파워텍
13373,제이코스
13374,태신지엘
13375,진우상사
13376,동인개발
13377,에이치비글로벌
13378,두한종합건설
13379,경주에스엠씨
13380,정민기전
13381,부명엔지니어링
13382,실릭스
13383,삼우실업
13384,보람상조실로암
13385,스카이레이크인베스트먼트
13386,육군용인관사비티엘
13387,맵퍼스
13388,에이큐
13389,신아티앤씨
13390,지덕이엔지
13391,엠티에스
13392,우광건설
13393,테크노블루
13394,성림글로벌
13395,지엔티
13396,크레이
13397,첨단개발
13398,삼환컨소시엄
13399,디앤디파트너스
13400,유유테이진메디케어
13401,에스티엘
13402,전북제일학사
13403,엘앤에스벤처캐피탈
13404,치크리트
13405,강화교통
13406,탑크린
13407,한라인더스트리
13408,노루알앤씨
13409,풍진티에프씨
13410,매봉엔지니어링
13411,위더스코리아
13412,장남
13413,우성냉동
13414,콩코드인터내셔날
13415,가교산업
13416,밸류인포맥스
13417,티엠프라자
13418,판교에듀파크
13419,케이앤제이플러스인터내쇼널
13420,아이두잇
13421,한창이지엠
13422,평화자원
13423,디어스이앤씨
13424,푸르샨식품
13425,씨엠텍
13426,태완건설
13427,진우개발
13428,정도
13430,학지사
13431,젤존
13432,성신디펜스솔루션
13433,에코엘이디
13434,유스페이스
13435,센타하우징
13436,에스앤골프리조트
13437,유니코글로벌아이앤씨
13439,경산컨트리클럽
13440,지앤지라인
13441,정주시에스시
13442,지승씨앤아이
13443,제이에스오토모티브
13444,센트럴메디컬서비스
13445,나노인터페이스테크놀로지
13446,이토피아
13447,디지트론
13448,수안향장
13449,시그마
13450,일월
13451,모아컴코리아
13452,로이안에이치앤에프
13453,지엘기술
13454,공단디앤시
13455,글로리아교육재단
13456,알엠
13457,몬디케이에스피
13458,센타프라자
13459,엠스클럽
13460,웅진에너지
13461,골드힐
13462,마산아랫물길
13463,신화엠티
13464,한현피앤티
13465,브로드밴드티에스
13466,태평석유
13467,트랜덱스
13468,지텍
13469,세강엠텍
13470,일신정밀
13471,나프
13472,엘디건설
13473,미래셀바이오
13474,이새에프앤씨
13475,화인프라텍
13476,한밭미래자원
13477,성남에너지
13478,동양에너지
13479,탑라이트
13480,청람에듀빌
13481,이솔루션
13482,아이티윈
13483,케이에이치피티
13484,칸
13485,세림티에스지
13486,한국타임즈항공
13487,뮤토로직스
13488,한정씨앤지
13489,니프로동덕메디칼
13490,한강이앰피
13491,에스케이이전선
13493,더나은
13494,디벨로바이오
13495,엘루오
13496,네오피엠씨
13497,포콘스
13498,지티에스
13499,디에이비피
13500,제일씨앤피
13501,한샘특판부산경남대리점
13502,현이푸드빌
13503,진양물산
13504,정광테크
13505,에스켐
13506,재인물산
13507,에이치케이엠엔에스
13508,수도권양현재
13509,현우서비스
13510,하이테크공조
13511,씨넥스존
13512,위례에스피씨
13513,탑코글로벌
13514,한울건설
13515,씨와이오토텍
13516,도시안
13517,에스지세라
13518,대한볼트
13519,비엠아이
13520,자연수종합상사
13521,미래인더스트리
13523,라온랜드
13524,아뜨네
13525,신우금속
13526,무진상사
13527,알에프시스템즈
13528,제이월드라이팅
13529,케이엠손해사정
13530,기흥모터스대구지점
13531,나이스글로벌
13532,조광식품
13533,금성
13534,구마자원
13535,티에이자산관리대부
13536,대동철강
13537,생명물식품
13538,코스켐
13539,씨그마알드리치코리아
13540,이스텍
13541,슈프림텍스타일
13542,두원에이앤씨
13543,한신에너지
13544,송백개발
13545,인수약품
13546,지유온
13547,카인드관광
13548,정현디엠씨
13549,난다
13550,삼성정공
13551,아소리빙
13552,동국패키지
13553,하나시스
13554,기승산업
13555,태진에스티아이
13556,정우통상
13557,남산교육문화
13558,신동해홀딩스
13559,영원이앤티
13560,제이쓰리
13561,덕산산업개발
13562,동해공업
13563,유디엠씨
13564,현대스프링
13565,아이지스
13566,세명종합개발
13567,에스디산업개발
13568,엔에프엠프로모션
13569,엘시시유통
13571,침버스코코리아
13572,동일에스티
13573,한국경영아카데미
13574,대산테크
13575,미래교통
13576,용일
13577,일양종합물류
13578,이노뷰
13579,세일펫
13580,미래교육
13582,진영피앤티
13583,창조이엔지
13584,쌍용전장
13585,케이엠텍
13586,지아이이엔씨
13587,유니메딕스
13588,티엠테크
13589,대진이엔지
13591,디에스홈센터
13592,서울에프엔비
13593,제일테크
13594,설텍
13595,피앤큐텍
13596,승진철강
13597,인비트윈
13598,코멤텍
13599,대학내일
13600,이투엘네트웍
13601,엔씨디지텍
13602,도원아이디
13603,잡플러스
13604,톨리코리아
13605,오앤이
13606,신화씨앤에스
13607,경환산업
13608,원성씨앤씨
13609,오산교통
13610,태영정공
13611,남선
13612,썬앤문
13613,비에이치아이건설
13614,알씨
13615,대지오토모티브
13617,위피크
13618,스타우프코리아
13619,구글코리아
13620,아이에프에이인코퍼레이션
13621,이노룰스
13623,미르시스템즈
13624,몬로스타
