,기업명,휴폐업발생일자
3573,채움,20200406
3574,미래에프에이,20210531
3575,가우디,20190826
3576,현동이엔지,20210930
3577,룩엔,20201110
3578,삼영화학공업(주)김해공장,20200731
3579,에스엔씨,20181231
3580,에스엔엠,20181231
3581,해양기술이앤지전남지사,20200922
3582,거산특수강진주공장,20220316
3583,더에스앤에이치,20191015
3584,지엔티테크놀러지,20200813
3585,테라크라우드대부,20220708
3586,온새미에프앤씨,20200630
3587,드론프레스,20200701
3588,씨유테크,20210713
3589,올댓비즈제주,20200430
3590,더컬러,20200331
3591,모아에프엔에스,20210825
3592,썬방역,20211014
3593,준인베스트,20220629
3594,애니팩지점,20181231
3595,엔터큐브,20200530
3596,케이플랜트,20220328
3597,한서중공업,20211231
3598,난쓰네에이치엔,20200407
3599,월성전자,20220630
3600,블루싸이언스,20211231
3601,네비엔포항피씨공장,20190315
3602,필넷코리아,20201231
3603,아마다스,20210719
3604,서우푸드,20220524
3605,나인엠인터랙티브,20211203
3606,신흥비철,20210531
3607,화이트개발,20200901
3608,디스플레이테크,20220401
3609,제이엠멀티,20210331
3610,비지에이치코리아군산호텔,20210608
3611,엔도비전대구지점,20190731
3612,범신사세종지사,20200331
3613,한양자동차정비(주)인천공항자동차정,20190708
3614,포나후렉스,20210930
3615,영앤진회계법인인천지점,20190605
3616,동진천안공장,20190802
3617,링코제일여의도점,20201231
3618,연호전자광주,20210730
3619,연호전자첨단지점,20200727
3620,리홈쿠첸,20181231
3621,이레이커머스,20200610
3622,다온에프엔비,20210710
3623,마스턴제8호한국일보피에프브이,20190731
3624,케이투비,20191230
3625,코즈니,20220708
3626,남경전기,20220628
3627,보명,20220707
3628,태인로지스틱스,20220526
3629,디에스엠,20200331
3630,켐코물산,20211210
3631,농업회사법인금계,20200325
3632,나로스베이커리,20210430
3633,고센,20200331
3634,에나인더스트리,20190923
3635,도성개발천안지점,20190524
3636,풍진건설김포지점,20210308
3637,네비엔영천사업소,20190315
3638,구어산업단지,20220630
3639,새로닉스이공장,20220126
3640,남산전기,20210131
3641,주호데코,20210331
3642,룩비,20220713
3643,정글피플,20200331
3644,베다니상사,20201109
3645,멀티테크,20200622
3646,삼보테크,20210330
3647,수야펫코리아,20211231
3648,가랑해운점,20211117
3649,농업회사법인(유)콩마을,20210930
3650,에이치엘비생명과학,20210331
3651,율곡사천공장,20191231
3652,세한에너지(주)제1공장,20210501
3653,삼성기전,20181231
3654,씨피케이코퍼레이션,20220309
3655,에이치엔씨컴퍼니,20210812
3656,서안,20191122
3657,진푸드,20210223
3658,씨앤아이인포,20210531
3659,일신절연,20210731
3660,유원개발,20201130
3661,원경,20210731
3662,동양잉크재료사업부,20181231
3663,동양잉크서부,20181231
3664,동양잉크영남,20181231
3665,모비데이즈,20220518
3666,강북상사,20211231
3667,수지글로벌,20220411
3668,한울경기지점,20220531
3669,디시티엔터스,20200701
3670,네비엔부여사업소,20190315
3671,제임스통상,20220407
3672,씨오티커넥티드,20210731
3673,트니월드,20210831
3674,케이리얼티제6호위탁관리부동산투자회사,20210831
3675,셰익스피어앤드컴퍼니,20201231
3676,공간에이앤아이,20200512
3677,이지켐,20200217
3678,해피푸드,20201231
3679,엠케이알오케이,20200214
3680,희망임대주택제3호위탁관리부동산투자회사,20210226
3681,천명푸드,20201231
3682,와이제이개발,20220118
3683,농업회사법인함초원,20220601
3684,케이케이이엔지,20220128
3685,제이더블유엠지점,20210126
3686,서대구에너지성주지점제1공장,20201109
3687,애드포스인사이트,20210916
3688,엠스퀘어피에프브이,20220210
3689,대은,20220616
3690,미디어스트림,20220630
3691,디앤티,20211011
3692,알토,20200709
3693,다린보은공장,20210105
3694,신신상사,20190131
3695,케미메디,20201215
3696,유진전시공간,20211231
3697,케이비와이즈스타제7호기업구조조정부동산투자회사,20210915
3698,도원하우징,20210127
3699,신두레산업,20210201
3700,스토닉스,20201228
3701,도로시,20220531
3702,이노비전,20200630
3703,엠제이디,20210809
3704,감자화인켐,20200430
3705,영통프로젝트,20201106
3706,디에스디기흥산단개발,20200910
3707,뷰시스,20211031
3708,영진식품,20210701
3709,에스비아이,20210108
3710,동주메디컬,20201231
3711,우리농수산,20210430
3712,보림여수지점,20200630
3713,이마린,20220317
3714,레드스톤시스템세종지점,20181231
3715,티앤제이건설(주)남원지사,20210601
3716,삼덕회계법인,20200630
3717,노랑풍선대구지사,20191220
3718,넥슨레드,20200228
3719,알티이테크놀러지,20210708
3720,미래엠씨종합건설,20220621
3721,대길산업개발,20220331
3722,메이웰,20201130
3723,케이라인,20220728
3724,화신기공,20200610
3725,올랩,20201222
3726,로뎀퍼니처,20220105
3727,상우정보통신,20210511
3728,일조기업,20210630
3729,지평건축사사무소,20200229
3730,미즈,20220209
3731,신탄할인마트,20220401
3732,디앤제이,20200717
3733,미다스,20201215
3734,미원,20211231
3735,농업회사법인코아,20220307
3736,유니트산업,20201125
3737,에이디애니메이션,20200403
3738,생보제사호위탁관리부동산투자회사,20191230
3739,나라텍,20200630
3740,이천디씨이차기업구조조정부동산투자회사,20220308
3741,티알스마크,20220422
3742,제이와이피글로벌,20191231
3743,우영인더스트리,20200812
3744,동현이앤씨,20210826
3745,스마일전력,20200620
3746,해모수,20200630
3747,와이드뷰,20210302
3748,청명아트텍,20220630
3749,한국오가닉팜,20210923
3750,에스제이피앤피,20220331
3751,케이씨크린트래이딩,20200921
3752,청운디자인그룹,20200622
3753,아트로,20210930
3754,우진인솔,20220428
3755,더제이투시스템,20220130
3756,영수산업개발,20200630
3757,남명,20201231
3758,에이비온바이오메드,20190830
3759,두남전력하늘빌,20220630
3760,씨티레져산업,20220630
3761,디유닛,20220511
3762,대영에스에프,20210630
3763,디웍스앤컴퍼니,20200213
3764,아이콘서플라이컴퍼니,20210824
3765,서원관리,20191231
3766,휴메인시스템,20210419
3767,레드모바일,20200831
3768,주연어패럴,20210730
3769,풍산레이저코리아,20220607
3770,솔리드웨어,20220715
3771,소울디자인웍스,20200911
3772,대산기술,20200831
3773,경동솔라,20200716
3774,조은포크농업회사법인,20210917
3775,탑앤씨,20220731
3776,아이솝,20211005
3777,예스신환,20210521
3778,하우이씨엠,20200930
3779,하늘기업동해연구소및공장,20201231
3780,대현하이텍충주이공장,20220722
3781,뉴스타,20191108
3782,콤파,20211231
3783,로쉬,20200930
3784,열린,20220114
3785,재인컴포드,20210902
3786,제이피푸드,20201028
3787,바다물산,20191231
3788,여민,20200317
3789,팬톤에이디,20200108
3790,에이치엘커머스,20220221
3791,킹스테이블,20200115
3792,제일피엔이,20211125
3793,삼미건설,20200902
3794,모두이엔씨,20201031
3795,유진공조,20210930
3796,헤브론,20210927
3797,대교산업개발,20220609
3798,성산프로폴,20211208
3799,청보산업개발,20210326
3800,참푸드,20190930
3801,청보,20200731
3802,갑부농산,20200630
3803,송추가마골구월지점,20200630
3804,에이스디앤시,20210331
3805,농업회사법인해밀유통,20210930
3806,제이원파트너스,20220331
3807,한국종합전기,20200731
3808,위너,20210820
3809,태보산업,20210510
3810,비케이수산,20220503
3811,아진공조,20220428
3812,에스앤에스푸드,20220731
3813,마스턴제10호기업구조조정부동산투자회사,20190228
3814,비거트유산균,20211227
3815,청명종합건설,20201204
3816,아이시스,20210120
3817,최게바라기획사,20200109
3818,마샬코퍼레이션,20220601
3819,이지센싱,20200819
3820,브로콜릭,20220423
3821,라프텔,20191008
3822,현서코리아,20210913
3823,휴메이저,20201224
3824,바다의달,20210430
3825,이룸엔지니어링,20220131
3826,베올리아코리아에너지,20220801
3827,아로스,20210531
3828,소나무,20201201
3829,비더블유시스템,20200828
3830,더조은건설,20220614
3831,태흥,20211007
3832,에코유통,20191204
3833,모헤닉플래닛,20220731
3834,천광로지스,20201103
3835,에프엠무역,20210430
3836,펄사크리에이티브,20210129
3837,아키토이,20200224
3838,지유디이에스,20200721
3839,올리브앤제주피에프브이,20191031
3840,옐로유통,20210831
3841,이연에프엔씨,20200731
3842,성우지반엔지니어링,20200630
3843,한포스화성공장,20200331
3844,브릿지테크놀러지,20210708
3845,솔티,20210830
3846,아띠,20201231
3847,엔투,20201231
3848,코스앤코,20211231
3849,민코넷,20220607
3850,도엘,20201231
3851,아이앤아이,20210730
3852,엘씨휀스,20200331
3853,둠밈종합건설,20200617
3854,글로벌지엘,20210627
3855,무성식품,20200723
3856,동아폴리텍,20200731
3857,하늘채,20200925
3858,삼신이앤비용산지점,20190930
3859,한일팜스,20200930
3860,유일기기,20191210
3861,금강석유(주)빛나는주유소,20190630
3862,다이노나(주)바이오의약사업부,20211108
3863,모우소프트,20191231
3864,에이원플랫폼,20210906
3865,승진소방,20200929
3866,혜림주택,20191011
3867,한우리,20190830
3868,패밀리클럽,20220630
3869,비앤지인터내셔날,20220610
3870,네오위즈플레이스튜디오,20201221
3871,시그널나인,20220720
3872,대명기획,20190930
3873,다온21,20211231
3874,대윤지오텍,20191231
3875,행복한동행,20220630
3876,에스에프에이서비스,20181231
3877,천계국제여행사,20201231
3878,스마티,20201214
3879,피티파워,20200626
3880,비지니스호텔뉴타운,20191231
3881,청진테크,20211231
3882,에스와이에스엘,20220731
3883,지천글로벌,20200508
3884,다안피앤티,20210423
3885,제성푸드빌,20201211
3886,좋은라이프,20210104
3887,좋은라이프,20201211
3888,바람이엔지,20201130
3889,에이피코스메틱,20200615
3890,선진건설산업,20200930
3891,경서,20210806
3892,예신,20211229
3893,주일환경기술,20220209
3894,성우아이디건설동대구지점,20190630
3895,세인티앤엘,20190430
3896,세인티앤엘,20200630
3897,오에스이지점,20200630
3898,포워드퓨처,20200601
3899,펀네트웍스,20211012
3900,역삼피에프브이,20191227
3901,케이에스코,20220415
3902,씨엔케이푸드,20200506
3903,그린석재,20191219
3904,에스티에스광양개발,20200331
3905,시온이엔씨,20200630
3906,삼성제약헬스케어,20191128
3907,이조움,20210216
3908,대한진공엔지니어링,20220331
3909,푸른자원,20200803
3910,엠제이에스,20220406
3911,제이엘코스메틱,20200630
3912,남순남,20220725
3913,에스앤피프렌즈,20200930
3914,초이스하이테크,20190919
3915,케이앤글로벌,20210630
3916,착한,20220620
3917,더존지퍼,20220630
3918,유앤아이시스템,20210228
3919,우리디벨럽먼트,20201012
3920,건강한,20210621
3921,조은조경공사,20191231
3922,에코실버,20200609
3923,성우유통,20200731
3924,이앤이솔루션,20181231
3925,비앤비코퍼레이션,20220531
3926,웨이웨어러블,20220607
3927,두조원이앤씨,20210624
3928,도봉농민마트,20200731
3929,코크렙하우징제1호위탁관리부동산투자회사,20200619
3930,파운틴밸리프로젝트금융회사,20200918
3931,지스타,20211231
3932,세림이앤씨,20210331
3933,농원,20210330
3934,뱅크퍼니처,20210531
3935,파인에바,20211128
3936,피앤피,20180228
3937,볼트컴퍼니,20210731
3938,한돌,20201231
3939,지오케어,20200929
3940,알제이홀딩즈,20201223
3941,동원개발프로젝트금융투자,20191120
3942,성운엔지니어링,20210108
3943,라은테크,20210421
3944,제이엔씨대부,20210406
3945,오피스디포강남대로,20200212
3946,부농 군산지점,20200630
3947,원유통,20200824
3948,세모코아,20201110
3949,티앤케이인터내셔널,20220430
3950,대명에프앤에스,20200331
3951,현대페트로,20211223
3952,아이티코리아,20220701
3953,피에프브이민,20201014
3954,에스와이엠,20211130
3955,박경애홀딩스,20200630
3956,더조은산업개발,20220616
3957,대림기전,20210817
3958,케이에스피,20220630
3959,제이케이앤다우닝가구,20201231
3960,대하디아이피,20210510
3961,엘엘제이산업,20220609
3962,쿡박스,20210625
3963,사우테크,20191231
3964,제이에프아이앤씨,20220413
3965,뉴라이크,20210716
3966,만복당,20200331
3967,신성기어,20220422
3968,금오물산,20191231
3969,이너스코리아,20200414
3970,서우,20190423
3971,씨엔테크,20191227
3972,엘앤케이에프앤씨,20220707
3973,베스트플랜에이,20210831
3974,버블윅,20200415
3975,해동종합건설,20220216
3976,이현기획,20200331
3977,사운드브릿지,20200224
3978,필컴퍼니,20210930
3979,서해케미칼,20210601
3980,동도이앤씨호텔이스키아,20200318
3981,보라국제여행사,20201231
3982,삼우,20200525
3983,젠나인소프트,20210610
3984,마스턴제13호기업구조조정부동산투자회사,20210413
3985,써드아이시큐리티,20200113
3986,피에이통상,20201231
3987,쿠핏,20220801
3988,산천농산,20200831
3989,우림산업,20200923
3990,디엔제이스틸,20210331
3991,메가무역,20200331
3992,원영건설,20210723
3993,심산,20201231
3994,아이나푸드,20201231
3995,옵테일러,20201231
3996,검단,20201031
3997,미르정보,20200831
3998,지안,20210930
3999,우림텍,20210930
4000,왕성,20210615
4001,에스에이치건설,20211231
4002,에스티오지점,20191231
4003,임오산업서대문지점,20210630
4004,엠티데이타카페베네고신대병원점,20220624
4005,미래엔시스수원지점,20220630
4006,넷아스기술(지점),20190630
4007,듀링제3공장,20190802
4008,나루지엠에스,20220630
4009,서울고속관광강남지점,20211229
4010,지지케이,20200313
4011,순환골재협회오류동지점,20181231
4012,와이디온라인지앤씨센터,20181231
4013,청우에이스,20210630
4014,에잇퍼센트대부,20211022
4015,에스디지노믹스,20201031
4016,광미트코리아,20210217
4017,홍대입구동교동프로젝트금융투자,20220630
4018,쌍령피에프브이,20200305
4019,홈스토리,20200409
4020,마우키스튜디오,20191130
4021,다호,20191231
4022,에스비전자,20211013
4023,경농피엘에이,20210630
4024,에스이티,20200228
4025,한샘클린,20201210
4026,에코건설이엔지,20200427
4027,라임종합건설,20210930
4028,케빈오차드,20201008
4029,골든쉘금고,20210310
4030,인월,20210701
4031,문경약돌돼지용호지점,20210630
4032,코스니크홍대지점,20191231
4033,카페마마스상암엠비씨점,20210630
4034,동아식품(주)성남지점맑은한우,20200108
4035,비와이씨마트묵동지점,20191009
4036,신포우리만두(광주직영점),20191115
4037,천일에너지천일주유소,20200930
4038,홀리카홀리카(충장로점),20200630
4039,트렉스타광주흑석직매장,20190630
4040,에프씨엔애드부산연산점,20211028
4041,띠아모커피한님대사회경영관점,20200826
4042,윈,20200214
4043,링코제일링코코엑스점,20201231
4044,즐거운세상거제지점,20190412
4045,세븐스프링스목동41타워점,20200630
4046,이연에프엔씨,20200331
4047,메타월드중구지점(베이,20201231
4048,대신철강(주)폐차사업소,20191130
4049,와이케이동그라미노원상계지점,20211215
4050,태진인터내셔날신사동지점,20190502
4051,핫독김해지점,20210331
4052,더드림홀딩스(카페드림계명대학교점),20181231
4053,마무트코리아대전유성지점,20200929
4054,이자르태릉노블점,20210731
4055,씨엠에스에듀케이션,20201218
4056,후지유통(주)수지점,20210331
4057,믹스앤베이크올림픽점,20200507
4058,삿뽀로구미점(주)엔타스시스템,20200731
4059,비와이씨마트성남지점,20191009
4060,후지유통(주)파주운정점,20210331
4061,빅터아이앤디동대문점,20190110
4062,인커스,20210331
4063,페어몬트인베스트먼트코바치명동점,20200229
4064,위즈코리아중계직영원,20200630
4065,국순당우리들술맛나는세상도봉,20200326
4066,제이에이치푸드,20210630
4067,봉구비어(마린시티점),20181220
4068,대현하이웨이동명하주유소,20210111
4069,씨앤에스유통(주)김포신도시주,20201031
4070,송추가마골교현지점,20200630
4071,보성테크코와핀청량리점,20200331
4072,지앤비영어본사직영학원,20210228
4073,소일산업(주)뉴타운지하상가,20200630
4074,큰옷크레빅화양점,20191220
4075,나이키타운,20190630
4076,대신기업(주)송파영업소,20190731
4077,그린조이수지죽전점,20190531
4078,선영축산가영미트,20211224
4079,한국판넬지점,20191231
4080,더드림홀딩스(카페드림중앙대학교점),20190331
4081,신한코리아의왕점,20220228
4082,마노핀익스프레스종각2호역점,20200630
4083,토아푸드시스템엉끌드파리,20200406
4084,삼안통상(주)양재역주차장,20210630
4085,손샘영어침산원어학원,20220101
4086,인포피아써드웰지점,20201015
4087,케이와이에너지(주)한영충전소,20210331
4088,코레일관광개발(주)중소기업명,20190101
4089,마노핀익스프레스을지로입구,20200630
4090,인테그레이티드에너지(주)서해,20200831
4091,자유에너지(주)대금주유소,20201231
4092,삼천리렌트카금정영업소,20201105
4093,풋마트코리아군산수송점,20200907
4094,하우스앤하우즈오케이와치합정점,20210131
4095,정진홈푸드전남도청점,20211006
4096,더드림홀딩스(카페드림경남대학교점),20190930
4097,더드림홀딩스대구대학교,20190331
4098,세무법인효림대구지사,20200929
4099,이엘씨에이한국(유)아베다청담,20191231
4100,로얄파트너스양평점(대동주유소),20220517
4101,재원푸드서초점앤티앤스서초점,20190630
4102,미스터피자서초점,20210930
4103,이은재어학원,20200630
4104,협동조합마을카페통,20200401
4105,코레일관광개발(주)서울역매장,20190101
4106,빅앤빅청주흥덕점,20191105
4107,알레마나부천점,20200728
4108,에프앤투어,20211201
4109,에스디지털그룹,20211231
4110,더리본(주)더파티아이,20190301
4111,에스앤에스컴퍼니분당미금,20200925
4112,서비스월드양재지점,20200401
4113,더드림홀딩스(카페드,20181231
4114,더드림홀딩스영산대학교점카페드림,20190902
4115,샤프경영연구,20210331
4116,세탁119협동조합,20210114
4117,세계화학공업(주)부산지점,20210930
4118,와이케이동그라미명일지점,20201231
4119,엠에프지코리아매드포갈릭명동점,20190930
4120,더리본(주)더파티허브점,20220331
4121,홍대돈부리타임스퀘어점,20201120
4122,엠에프지코리아매드포갈릭봉은사로점,20200430
4123,엔터식스동탄점넥스트맘,20210531
4124,보성테크신천지점,20200331
4125,하나콜렉션,20210331
4126,에스앤에스컴퍼니부천중동,20220519
4127,코레일관광개발(주)서울역매장,20190101
4128,인천오토컴퍼니구월지점,20191231
4129,아이비김영인천지점,20200923
4130,마리진제시카블러썸,20200925
4131,보성테크코와핀동대문,20200331
4132,더드림홀딩스(카페드림코트라점),20190331
4133,뱅뱅어패럴인천신기점,20190930
4134,뱅뱅어패럴오산점,20220630
4135,더드림홀딩스(카페드림계명대학교쉐턱,20190331
4136,보성테크성신여대지점,20200731
4137,명동타워(주)대구지점,20211231
4138,국제식품초원농원서면점,20220620
4139,코레일관광개발(주)서울역매장4호점,20190101
4140,느린마을양조장앤펍센터원점,20200930
4141,보성테크종각지점,20200331
4142,삼보물류구도일주유소솔향강릉,20220120
4143,젯아이씨(주)물류센터,20200630
4144,깨스코평택씨엔지,20220429
4145,꼬끼오고촌지점,20220331
4146,보성테크동대문지점,20200331
4147,자리(주)선유도지점,20201201
4148,아이비김영동대문지점,20200923
4149,브레댄코비알씨디스타시티,20191231
4150,이렌트카문래지점,20190430
4151,에프씨엔애드검단점,20210228
4152,브이티코스메틱,20191015
4153,오대케이,20200406
4154,운하리조트,20200630
4155,디케이비엠시,20220722
4156,에스디홍대지점,20210312
4157,미스터피자여의도점,20210930
4158,엔에이치유통(주)부안하쉼터지점,20210930
4159,케이엔알동대문지점,20190630
4160,에프씨엔애드울산동구점,20201102
4161,스튜디오다산,20201031
4162,비와이씨마트장안지점,20191009
4163,정현회계법인지점,20200331
4164,말타니,20190930
4165,대구하이테크,20210331
4166,신화홀딩스,20210330
4167,플랜위너스,20211105
4168,다래마을,20210331
4169,세상,20210930
4170,지오위드,20210930
4171,포스컨트롤,20210601
4172,티제이건설,20220513
4173,대흥농산북부,20191226
4174,마린스페이스,20200716
4175,에코리더,20191231
4176,한라푸드,20220531
4177,농업회사법인무안꿈여울,20210308
4178,영앤진회계법인경기지점,20190630
4179,영앤진회계법인,20190831
4180,이지스지점,20200519
4181,로봇앤휴먼네트웍스,20210823
4182,지형레미콘,20210331
4183,라온텍,20201231
4184,라바꼬레아,20200528
4185,성산레미콘,20201031
4186,아이두트레이딩,20210430
4187,지스타코리아,20200605
4188,문서지기,20191231
4189,아레스튜디오,20191130
4190,로보와이즈,20200715
4191,제이벤치,20200610
4192,성암글로벌,20200630
4193,아스트로호텔,20211227
4194,한양소방안전,20200514
4195,디엘다이아몬드공업,20220519
4196,뉴시티건설,20211110
4197,유시티건설,20211110
4198,늘푸른,20211229
4199,대흥농산동부,20191226
4200,다온컴퍼니,20220331
4201,태진자동화,20211102
4202,극동글라스텍제조부문,20210331
4203,인일건설산업개발,20211012
4204,보성개발중기,20220630
4205,에이피시,20200914
4206,한강산업,20211122
4207,에이치케이덴탈,20191231
4208,청보산업구미공장,20190314
4209,에이스테크,20201231
4210,헤세드스튜디오스,20210705
4211,두온건설,20220430
4212,과일장터,20200219
4213,뷰트,20220628
4214,세심기업,20200513
4215,티엔에스(주)나노바이오융합연구소,20210930
4216,직토,20211231
4217,일진오트라(주)평택공장,20211120
4218,챔피온포천지점,20200529
4219,참미당,20210907
4220,안다글로벌,20200128
4221,에너지세븐,20201113
4222,은산,20220210
4223,삼경코리아,20201231
4224,농부와한돈,20201117
4225,다올건설,20201119
4226,태화금속,20210331
4227,콜마파마(주)제천지점,20210819
4228,서우리테일,20200305
4229,닭익는마을,20200625
4230,후쿠오카함바그롯데백화점노원점,20201231
4231,에버런솔루션,20220316
4232,엘르인,20201021
4233,애드가인,20200930
4234,화인보드텍,20211025
4235,아이솔루션,20201230
4236,행복한200프로,20211224
4237,아비아투어,20201231
4238,동주앤텍,20211214
4239,금화수산,20210331
4240,영진관광,20200511
4241,무한플러스,20200217
4242,우영기술산업,20211231
4243,에이프로젠케이아이씨영천지점,20210630
4244,에이프로젠케이아이씨포항영일만지점,20220429
4245,차메디텍대전지점,20210630
4246,상원엔지니어링순천지점,20191231
4247,제이엠멀티,20220329
4248,두호특허법인,20211208
4249,레드페이스홈플해운대점,20200331
4250,한우리서울지점,20190630
4251,앤앤에스피,20201208
4252,메티스메이크,20210514
4253,픽데이타,20211020
4254,알본동우,20200331
4255,휴온스메디컬,20220204
4256,호두,20211021
4257,군이동통신,20200331
4258,티지이앤씨,20220617
4259,통신발전소,20211102
4260,노바겜,20211231
4261,조아로지스,20190930
4262,바위산업(주)연천지점,20210930
4263,티알엔티,20220331
4264,진유건설산업,20220430
4265,아름씨앤디,20211208
4266,화영엔지니어링,20191029
4267,상암,20210308
4268,표준건설,20210504
4269,디지털워터,20210930
4270,원팩토리,20220207
4271,미콘미디어,20210202
4272,렌딧소셜대부,20210614
4273,신성글로벌,20210322
4274,동아에프앤씨,20200831
4275,에스디코리아,20210907
4276,연준,20200101
4277,이유컴퍼니,20220310
4278,엠티전자,20190731
4279,건호,20191130
4280,대환종합건설,20210731
4281,현민지브이티(주)평택공장,20201231
4282,천봉,20191130
4283,한성기술단춘천지점,20190930
4284,백두피앤씨,20211231
4285,어니스트대부,20210901
4286,에스엠미트,20200531
4287,태우건설,20210630
4288,내손안에과일농업회사법인,20200810
4289,조광아이앤디,20190831
4290,제이알제18호위탁관리부동산투자회사,20210831
4291,서준종합건설,20220517
4292,클리어,20220728
4293,청정,20200625
4294,영신이엔지,20210414
4295,비지에프휴먼넷대천한화리조트점,20190930
4296,알지비부천지점,20190201
4297,와이즈컴퍼니,20220331
4298,에녹에프앤지,20210205
4299,오토팩토리,20190925
4300,산지농산,20191231
4301,선샘,20201126
4302,하누드림,20201125
4303,플레이포레스트협동조합,20200709
4304,대원이노베이션(주)안산공장,20200930
4305,대흥코리아(주)롯데몰동부산점,20220331
4306,나노스,20190726
4307,나노스(주)흥덕지점,20190726
4308,한라건설,20210630
4309,딜레토,20220317
4310,시즌랩,20191231
4311,제이엔케이파트너스,20211130
4312,로플,20201030
4313,나무상회,20211231
4314,나무의숨결,20200831
4315,맥컨,20210208
4316,혜성종합식품,20200309
4317,두림디앤씨,20220217
4318,원씨푸드,20210222
4319,기린정공,20220311
4320,레이놀드(주)군포지점,20200609
4321,대영오앤이용인공장,20191024
4322,굿팜,20200630
4323,현대회계법인,20190930
4324,튜브,20210810
4325,화백엔지니어링,20201231
4326,아키데코,20220503
4327,아이지엔,20190228
4328,아리온통신,20210131
4329,나래앤컴퍼니,20220519
4330,댓츠아이씨티,20201231
4331,케이앤,20220422
4332,가온시티산업개발,20220209
4333,에스앤피,20200609
4334,서원,20220315
4335,디앤트,20200525
4336,초코사이버지점,20201231
4337,슬로푸드영농조합법인악양지점,20220331
4338,한국교육시스템(주)분당지점코레샵,20200615
4339,해원티앤디,20200531
4340,현대에스엔씨,20190515
4341,스트락스,20200630
4342,유원루딕셀,20201228
4343,금비종합건설,20200831
4344,예은애드,20191231
4345,씨앤브이,20220504
4346,청주시친환경유통센타,20220406
4347,시연,20210331
4348,모아티디텍,20211231
4349,농업회사법인(주)하늘선물에프앤비,20211031
4350,에스지케미칼,20211109
4351,송덕패키징경주지점,20210930
4352,디피플랫폼,20220630
4353,한플러스컴퍼니,20201231
4354,키리콘,20220121
4355,체인지메이커스,20200430
4356,플러쉬테크,20210302
4357,청정한우,20210712
4358,태인종합건설,20210831
4359,골든피그엔터테인먼트,20200318
4360,케이탑,20220630
4361,상명에코개발,20210512
4362,서경산업,20211231
4363,본,20201231
4364,케이비와이퍼시스템(주)세종지점,20190630
4365,서비스월드남양지점,20200401
4366,몰트,20200110
4367,엠글리쉬,20220228
4368,늘찬소프트,20200131
4369,노이드코퍼레이션,20220603
4370,메송,20201231
4371,케이비티,20210412
4372,오성주택건설,20210331
4373,보성기업,20220607
4374,필산업,20200120
4375,형상소프트,20200630
4376,혜윰에프엔비,20210718
4377,승일전자(주)부천지점,20220621
4378,서가앤쿡서울잠실점,20220531
4379,청룡산업(주)생림이공장,20210910
4380,천잠바이오,20210630
4381,헬렌앤제이,20211231
4382,팬텀글로벌,20190930
4383,원흥종합건설,20210720
4384,아그릭스,20190930
4385,위드앤드,20211110
4386,스포트라이트커피,20220314
4387,켐리치교역음성지점,20200701
4388,구스베대전지점,20220624
4389,자굴산낙농협업영농조합법인,20200229
4390,양주원예영농조합법인,20210624
4391,동성영농조합법인,20201231
4392,맛향청과유통,20210113
4393,싱싱농산,20200508
4394,대성가스기기,20201229
4395,리화이트,20210323
4396,와이에스소방시스템,20210512
4397,지란지교소프트,20201229
4398,마더,20211231
4399,코월드홀딩스,20200331
4400,동신,20200331
4401,이팔농산,20201210
4402,삼농(주)농업회사법인,20211231
4403,네티브(주)부산지사,20190711
4404,한림로덱스(주)성주공장,20190630
4405,리니어블,20220615
4406,에이팩,20200429
4407,콕스씨앤씨,20191231
4408,타마스 2공장,20220504
4409,미원,20211231
4410,아하티와이디,20211217
4411,인터림스코리아,20210430
4412,주손네이처,20211019
4413,디앤이이노베이션,20210428
4414,지에이엠파트너스,20210731
4415,곰픽쳐스,20220609
4416,엘리시아제이차,20210713
4417,제주해운,20220329
4418,흥진기계,20211130
4419,엔와이,20220601
4420,슈팅스,20200717
4421,대경에스티,20220731
4422,태성물류,20211231
4423,강산티앤에프,20220630
4424,평광왕건사과마을영농조합법인,20201218
4425,엠인트로,20210614
4426,오엔비철,20201130
4427,명성에스엔티,20220101
4428,보우디앤씨,20191129
4429,이레산업개발,20210624
4430,스마트토건,20220429
4431,해담에이앤씨,20200702
4432,지란지교소프트,20201229
4433,왓츠피데정자점,20210423
4434,쇼군웨이크스노우보드 라온 ,20210930
4435,레이즈컴퍼니,20191231
4436,라이프디테일,20220616
4437,라스트리,20200229
4438,비씨씨컴퍼니,20191004
4439,민영상사,20201218
4440,만나,20200528
4441,씨엘투,20201231
4442,금산기업,20210528
4443,농업회사법인(주)농우그린텍,20220126
4444,주성,20211231
4445,부강종합건설,20210630
4446,디앤디에코텍충주지점,20200630
4447,대동모피,20200919
4448,신화,20201031
4449,에스엠,20210923
4450,제이엠트레이딩,20210616
4451,아이싱,20220303
4452,오름테크,20200318
4453,양주옥정2차주택개발전문위탁관리부동산투자회사,20190326
4454,글로비,20200710
4455,일레븐모먼트,20210702
4456,한백,20210408
4457,엠뷰글로벌,20220430
4458,남영산업개발,20201210
4459,예람헬스케어,20211109
4460,연합미디어네트웍스,20200630
4461,우창엠이씨,20201231
4462,진경유통,20200630
4463,농업회사법인동방한돈,20200630
4464,제주그린파워,20211018
4465,씨그널엔터테인먼트그룹유니원지점,20190531
4466,더원,20200804
4467,샘퍼니코퍼레이션,20200615
4468,링크코리아,20210831
